txt_id,text,dataset
CAMBIA.3,"Tastes gross -- heavy mint flavor. Felt like it was burning my esophagus all the way down, then dry heaves once it hit my stomach. But it didn't make me actually vomit, and the burning sensation went away quickly. Was prescribed Cambia as a backup to Maxalt, since triptans can be taken only 2 days/week. Unfortunately, it didn't work at all on my migraines, so I'll continue to look for something else as a backup. ",CADEC
PENNSAID.1,"My God,this stuff is great! Used on my extremely painful shoulder and within minutes felt relief. (I thought it might be the Advil I had taken earlier kicking in) However, several days later,had a flare with joint pain in wrist. Squeezed out a few drops and rubbed it in and pain relief was almost immediate. I read that this is prescribed for knee pain but my doctor gave me a sample because the voltaren has worked ok for me and I can't take Advil a lot because of the gastro effects. Boy,I love this stuff and will ask for a script next time I see the Rheumy. ",CADEC
LIPITOR.746,"After being on Lipitor for only two months, I was experiencing debilitating muscle pain in my arms, legs and back. Additionally, I was experiencing severe cramping in my legs and back. The good news was that my cholesterol dropped from 269 to 160. The bad news was that long term, it would likely impact the heart muscle. Once the doctor saw the CPK levels on my next liver function test, he called (himself) and said to stop taking Lipitor immediately. Interestingly, Niaspan had the same effect. I'm currently trying a therapy of 6000 mg. of vitamin C daily. An interesting site for information on this is www.newmediaexplorer.org/sepp/2003/11/09/ vitamin_c_beats_statins_in_cholesterol_heart_disease.htm and http://www.cqs.com/lipitor.htm. I'll post again after I have my next cholesterol test (2/7) and see what the vitamin C has done. I'm not certain that any of the statins are worth the risk. ",CADEC
LIPITOR.76,"headaches, face and scalp tingling, scalp itching, vibrating under scalp, tinnitus, twitching mouth, insomnia, vivid dreams, difficult swallowing/choking, swollen tongue,memory loss, confusion,stomach pain, left foot pain. 59 year old female with diabetes, heart disease, high blood pressure and high cholestrol/triglycerides. Neurologist, cardiologist, and internist stated my symptoms were not all related to Lipitor side effects. After trying Zocor, Provachol, Zetia and Crestor, Lipitor seemed to be the lessor of the evils with regard to side effects. However, due to heart problems, cardiologist gradually increased the Lipitor dosage from 10mg to 40mg. Symptoms have been gradual over the years with recent face and scalp problems diagnosed as trigeminal neuralgia after MRI ruled out tumor or MS. After reading your comments regarding Liptior, I have decided to reduce the dosage from 40mg to 20mg for a week to see if this relieves the most recent symptoms. If improvement is noted, then I will contact my doctor for a further reduction in the dosage to determine if other symptoms abate. I appreciate all the feedback on this medication and will keep you posted on my progress. ",CADEC
LIPITOR.62,Quick reduction in LDL. No side effects. ,CADEC
LIPITOR.752,"none I can attribute directly to the medication. One must follow liver function tests (e.g. SGOT, SGPT) to insure no significant injury to liver cells. ",CADEC
LIPITOR.587,High Liver Enzyme Counts. Muscle Fatigue. Lipitor has damaged my liver permanently. I will never be the same. ,CADEC
LIPITOR.593,"I was on Lipitor for 3 years with no problems. Then I sated having hip/leg/foot pain and numbness. It finally go so bad that I could not sleep lying down. Also, bouts of nausia. I went off the lipitor and within 3 days the pains were going away, 10 days and all was well. It is a great med as long as you don't have the side effects. My MD says that it is soluble in fat and builds up in the muscle. He switched me to Crestor, similar med, but water soluble so it doesn't build up in your body as much. So far so good. ",CADEC
ARTHROTEC.145,"I had been taking two tablets per day (one @ breakfast time ,the other @ dinner time) for a couple of years when I was alerted to possible long term side effects & then consulted my GP who advised because of the time I had been taking them to only take them on a ""need to basis"". I immediately stopped completely but found that I had muscular pains all over my body,I have now reduced my intake to one per day @ breakfast time & find that this has proved a moderately succesful outcome. ",CADEC
LIPITOR.578,"In decreasing order of severity: Extreme vertigo, short term memory loss, tendonitisis in heels, calf leg cramps, muscle loss, severe tintitinitis (ringing in ears). On Lipitor for 4 months. Switched to Vitorin for six months with decreased side effects, Chlosterol dropped from 220 to 90 but now side effects are worsening, particularly heel tendon bruising and muscle loss. See http://www.spacedoc.net/rest_of_my_story.html for articles on side effects. Be aware and monitor side effects. Red Yeast is a statin. My allopathic docs are both taking most folks off statins and recommending slo-naicin and coenzyme Q10 with blood tests every three to six months to see if colesterol remains down. ",CADEC
VOLTAREN.11,"This drug makes me so agitated--insomnia, hideously increased muscle tension, short tempered, impatient. It really helped with pain in hand & arm, but the agitation is unbearable. I got spasms in my back from it and had to get therapy for those. I know it doesn't make sense with the tiny dose I'm taking, & they say no systemic effects from the topical gel, but I've gone on & off it 4 or 5 times now and the effects when using it are unmistakeable. ",CADEC
LIPITOR.3,"I started taking Lipitor in December 2009 and stopped after 4 months. During this time I experienced extreme pain in both shoulders, sometimes in the neck also, causing me to wake several times each night. Pain was worse in the morning but rarely went away completely during the day. Most mornings it was impossible to wash my hair in the shower as I was unable to reach the top of my head with my hands. Pain and restricted movement often prevented me from putting on shoes and socks without assistance. In January this year I started experiencing discomfort in my left hand for the first time. Now in both hands, the pain has increased, fingers are swollen and movement is restricted. My wife tells me my hands are warm to touch. The mornings are worse when they hurt the most, movement is restricted and it is impossible to make a fist. Ice and ibruprofen gel help but only for a short while. I have been taking 400 mg Ibruprofen 3 times daily for a couple of weeks on my doctors advice without. This drug is clearly POISON to so many people and perhaps there is good reason to take Pfizer to the courts. However I do believe that any Doctor prescribing Lipitor should make it abundantly clear to the patient that very serious consequences could ensue that would cause extreme pain and could effect quality of life. I believe that failure to do so is a serious deriliction of duty that should be tested with complaints to the medical authorities that oversee our doctors and/or the courts. ",CADEC
LIPITOR.222,"Took 10mg lipitor for 7 years had soreness of muscles for 4 years. Then started with excruciating pain and muscle cramps in lower back,then down left buttock, thigh,calf and ankle. Left foot has a numbness feeling to it,tingling in lower leg when walking,which I have to use a cane now. Also very fatiqued,buzzing in both ears, nausia, sleeplessness, gas and dark urine. All these side effect I have 24/7. I have asked my doctors more then once if any of my meds. could be causing me all this pain,3 different doctors said NO. They came up with, Arthritis,Tendonitis,Sciatica,after being checked out for all these, they were wrong. I stopped taking Lipitor and Tricor about 6 weeks ago. ",CADEC
